Sample	Plate	Well	Experiment	Time	Treatment	Replicate	CellNumID	WellType	TimeTreatment	Unmapped	Uniquely_mapped	Multimapped	Unpaired_total	Mapping_rate	Total_reads	Uniquely_mapped_rate	Assigned	Assigned_rate_total	Assigned_rate_uniqmap	perc_protein_coding	nr_protein_coding	perc_lncRNA	nr_lncRNA	perc_rRNA	nr_rRNA	perc_mitochondrial	nr_mitochondrial	assigned_reads	ngenes	coverage_ngenes_th
C153bis_D11_Martello_Polo_Day4_E8_F_47	C153bis	D11	experiment_2	DAY4	E8	F	47	SC	Day4_E8	3844	7804	1063	12711	69.76	12711	61.4	415	3.26	5.32	69.64	289	20	83	0.48	2	0.48	2	415	307	1
C153bis_D12_Martello_Polo_Day4_E8_F_48	C153bis	D12	experiment_2	DAY4	E8	F	48	SC	Day4_E8	93835	200032	30958	324825	71.11	324825	61.58	11249	3.46	5.62	76.26	8579	16.38	1843	0.45	51	0.54	61	11249	1649	1
C153bis_D2_Martello_Polo_Day4_E8_F_38	C153bis	D2	experiment_2	DAY4	E8	F	38	SC	Day4_E8	141202	259281	42942	443425	68.16	443425	58.47	12122	2.73	4.68	71.64	8684	17.41	2111	0.19	23	0.49	59	12122	2927	1
C153bis_D3_Martello_Polo_Day4_E8_F_39	C153bis	D3	experiment_2	DAY4	E8	F	39	SC	Day4_E8	188859	352584	55333	596776	68.35	596776	59.08	20157	3.38	5.72	75.34	15187	16.02	3230	0.32	65	0.39	78	20157	3520	1
C153bis_D4_Martello_Polo_Day4_E8_F_40	C153bis	D4	experiment_2	DAY4	E8	F	40	SC	Day4_E8	247207	328032	49545	624784	60.43	624784	52.5	21980	3.52	6.7	75.56	16607	15.7	3451	0.36	79	0.59	129	21980	3933	1
C153bis_D5_Martello_Polo_Day4_E8_F_41	C153bis	D5	experiment_2	DAY4	E8	F	41	SC	Day4_E8	40332	60326	10416	111074	63.69	111074	54.31	3728	3.36	6.18	71.19	2654	19.39	723	0.4	15	0.64	24	3728	1823	1
C153bis_D6_Martello_Polo_Day4_E8_F_42	C153bis	D6	experiment_2	DAY4	E8	F	42	SC	Day4_E8	34723	52371	8962	96056	63.85	96056	54.52	2977	3.1	5.68	71.25	2121	18.54	552	0.67	20	0.84	25	2977	1660	1
C153bis_D7_Martello_Polo_Day4_E8_F_43	C153bis	D7	experiment_2	DAY4	E8	F	43	SC	Day4_E8	33120	17136	2324	52580	37.01	52580	32.59	961	1.83	5.61	69.51	668	18.73	180	0.1	1	0.31	3	961	708	1
C153bis_D8_Martello_Polo_Day4_E8_F_44	C153bis	D8	experiment_2	DAY4	E8	F	44	SC	Day4_E8	61618	29431	4982	96031	35.84	96031	30.65	2281	2.38	7.75	65.59	1496	23.94	546	0.48	11	0.66	15	2281	1302	1
C153bis_D9_Martello_Polo_Day4_E8_F_45	C153bis	D9	experiment_2	DAY4	E8	F	45	SC	Day4_E8	76521	113768	18854	209143	63.41	209143	54.4	6967	3.33	6.12	71.94	5012	17.45	1216	0.75	52	1.16	81	6967	2062	1
C153bis_E1_Martello_Polo_Day4_E8_F_49	C153bis	E1	experiment_2	DAY4	E8	F	49	SC	Day4_E8	78	120	23	221	64.71	221	54.3	10	4.52	8.33	90	9	10	1	0	0	0	0	10	10	1
C153bis_E10_Martello_Polo_Day4_E8_F_58	C153bis	E10	experiment_2	DAY4	E8	F	58	SC	Day4_E8	271253	412760	66922	750935	63.88	750935	54.97	28111	3.74	6.81	73.27	20598	17.57	4939	0.48	134	0.6	170	28111	3941	1
C153bis_E11_Martello_Polo_Day4_E8_F_59	C153bis	E11	experiment_2	DAY4	E8	F	59	SC	Day4_E8	230838	334332	55945	621115	62.83	621115	53.83	22689	3.65	6.79	74.4	16881	16.07	3647	0.41	92	0.6	135	22689	3962	1
C153bis_E12_Martello_Polo_Day4_E8_F_60	C153bis	E12	experiment_2	DAY4	E8	F	60	SC	Day4_E8	66009	115224	16729	197962	66.66	197962	58.21	7281	3.68	6.32	79.03	5754	13.13	956	0.26	19	0.26	19	7281	1323	1
C153bis_E2_Martello_Polo_Day4_E8_F_50	C153bis	E2	experiment_2	DAY4	E8	F	50	SC	Day4_E8	186357	269836	39655	495848	62.42	495848	54.42	12806	2.58	4.75	70.01	8966	20.53	2629	0.2	26	0.49	63	12806	2832	1
C153bis_E3_Martello_Polo_Day4_E8_F_51	C153bis	E3	experiment_2	DAY4	E8	F	51	SC	Day4_E8	192321	299504	44212	536037	64.12	536037	55.87	18878	3.52	6.3	73.28	13833	17.32	3269	0.26	50	0.3	56	18878	3322	1
C153bis_E4_Martello_Polo_Day4_E8_F_52	C153bis	E4	experiment_2	DAY4	E8	F	52	SC	Day4_E8	12754	23272	2689	38715	67.06	38715	60.11	1431	3.7	6.15	73.38	1050	16.35	234	0.28	4	0.7	10	1431	916	1
C153bis_E5_Martello_Polo_Day4_E8_F_53	C153bis	E5	experiment_2	DAY4	E8	F	53	SC	Day4_E8	214902	301338	48902	565142	61.97	565142	53.32	19532	3.46	6.48	71.27	13921	18.56	3626	0.22	43	0.46	89	19532	3461	1
C153bis_E6_Martello_Polo_Day4_E8_F_54	C153bis	E6	experiment_2	DAY4	E8	F	54	SC	Day4_E8	373653	574784	90909	1039346	64.05	1039346	55.3	30533	2.94	5.31	69.19	21126	19.47	5945	0.7	214	0.86	264	30533	4105	1
C153bis_E7_Martello_Polo_Day4_E8_F_55	C153bis	E7	experiment_2	DAY4	E8	F	55	SC	Day4_E8	813968	482285	72477	1368730	40.53	1368730	35.24	30392	2.22	6.3	70.85	21534	19.45	5912	0.21	64	0.48	146	30392	9025	1
C153bis_E8_Martello_Polo_Day4_E8_F_56	C153bis	E8	experiment_2	DAY4	E8	F	56	SC	Day4_E8	370971	591044	111987	1074002	65.46	1074002	55.03	36370	3.39	6.15	65.35	23767	25.69	9345	0.27	98	0.42	154	36370	4095	1
C153bis_E9_Martello_Polo_Day4_E8_F_57	C153bis	E9	experiment_2	DAY4	E8	F	57	SC	Day4_E8	306346	457388	67356	831090	63.14	831090	55.03	28654	3.45	6.26	74.44	21330	15.85	4542	0.37	107	0.68	195	28654	3821	1
C153bis_F1_Martello_Polo_Day4_E8_F_61	C153bis	F1	experiment_2	DAY4	E8	F	61	SC	Day4_E8	130777	177648	19680	328105	60.14	328105	54.14	13968	4.26	7.86	78.25	10930	13.88	1939	0.24	33	0.25	35	13968	2602	1
C153bis_F10_Martello_Polo_Day4_E8_F_70	C153bis	F10	experiment_2	DAY4	E8	F	70	SC	Day4_E8	56353	97134	16040	169527	66.76	169527	57.3	6042	3.56	6.22	75.67	4572	16.2	979	0.13	8	0.41	25	6042	1901	1
C153bis_F11_Martello_Polo_Day4_E8_F_71	C153bis	F11	experiment_2	DAY4	E8	F	71	SC	Day4_E8	66329	106393	19210	191932	65.44	191932	55.43	6642	3.46	6.24	72.57	4820	17.18	1141	0.23	15	0.47	31	6642	2716	1
C153bis_F12_Martello_Polo_Day4_E8_F_72	C153bis	F12	experiment_2	DAY4	E8	F	72	SC	Day4_E8	125220	224292	36015	385527	67.52	385527	58.18	13867	3.6	6.18	78.5	10886	13.81	1915	0.4	55	0.66	92	13867	1886	1
C153bis_F2_Martello_Polo_Day4_E8_F_62	C153bis	F2	experiment_2	DAY4	E8	F	62	SC	Day4_E8	85984	184164	28218	298366	71.18	298366	61.72	7969	2.67	4.33	68.83	5485	19.4	1546	0.21	17	0.39	31	7969	1746	1
C153bis_F3_Martello_Polo_Day4_E8_F_63	C153bis	F3	experiment_2	DAY4	E8	F	63	SC	Day4_E8	155695	289887	39861	485443	67.93	485443	59.72	17576	3.62	6.06	76.19	13392	15.06	2647	0.31	55	0.42	73	17576	3653	1
C153bis_F4_Martello_Polo_Day4_E8_F_64	C153bis	F4	experiment_2	DAY4	E8	F	64	SC	Day4_E8	251693	376544	55971	684208	63.21	684208	55.03	27346	4	7.26	73.84	20191	17.06	4665	0.39	107	0.75	204	27346	4235	1
C153bis_F5_Martello_Polo_Day4_E8_F_65	C153bis	F5	experiment_2	DAY4	E8	F	65	SC	Day4_E8	81945	140797	22369	245111	66.57	245111	57.44	7803	3.18	5.54	73.79	5758	16.83	1313	0.51	40	0.78	61	7803	2239	1
C153bis_F6_Martello_Polo_Day4_E8_F_66	C153bis	F6	experiment_2	DAY4	E8	F	66	SC	Day4_E8	35963	65398	11034	112395	68	112395	58.19	3342	2.97	5.11	67.59	2259	20.98	701	0.48	16	0.66	22	3342	1492	1
C153bis_F7_Martello_Polo_Day4_E8_F_67	C153bis	F7	experiment_2	DAY4	E8	F	67	SC	Day4_E8	33272	51856	7664	92792	64.14	92792	55.88	2848	3.07	5.49	70.05	1995	19.14	545	0.21	6	0.42	12	2848	1403	1
C153bis_F8_Martello_Polo_Day4_E8_F_68	C153bis	F8	experiment_2	DAY4	E8	F	68	SC	Day4_E8	39677	66826	12293	118796	66.6	118796	56.25	4150	3.49	6.21	60.63	2516	29.93	1242	0.12	5	0.29	12	4150	1579	1
C153bis_F9_Martello_Polo_Day4_E8_F_69	C153bis	F9	experiment_2	DAY4	E8	F	69	SC	Day4_E8	78566	110696	17882	207144	62.07	207144	53.44	7104	3.43	6.42	73.65	5232	16.69	1186	0.25	18	0.53	38	7104	2396	1
C153bis_G1_Martello_Polo_Day4_E8_F_73	C153bis	G1	experiment_2	DAY4	E8	F	73	SC	Day4_E8	98946	189908	32244	321098	69.19	321098	59.14	11739	3.66	6.18	73.52	8630	17.39	2041	0.14	16	0.32	38	11739	2001	1
C153bis_G10_Martello_Polo_Day4_E8_F_82	C153bis	G10	experiment_2	DAY4	E8	F	82	SC	Day4_E8	158155	411021	60687	629863	74.89	629863	65.26	19329	3.07	4.7	75.52	14597	17.4	3363	0.37	72	0.63	121	19329	2290	1
C153bis_G11_Martello_Polo_Day4_E8_F_83	C153bis	G11	experiment_2	DAY4	E8	F	83	SC	Day4_E8	144808	303768	47039	495615	70.78	495615	61.29	16548	3.34	5.45	74.26	12288	17.81	2947	0.51	85	0.68	113	16548	2921	1
C153bis_G12_Martello_Polo_Day4_E8_F_84	C153bis	G12	experiment_2	DAY4	E8	F	84	SC	Day4_E8	119242	260624	44847	424713	71.92	424713	61.36	14199	3.34	5.45	76.22	10822	15.35	2179	0.33	47	0.47	67	14199	1899	1
C153bis_G2_Martello_Polo_Day4_E8_F_74	C153bis	G2	experiment_2	DAY4	E8	F	74	SC	Day4_E8	14696	23286	1405	39387	62.69	39387	59.12	1017	2.58	4.37	69.03	702	17.9	182	0.69	7	0.69	7	1017	427	1
C153bis_G3_Martello_Polo_Day4_E8_F_75	C153bis	G3	experiment_2	DAY4	E8	F	75	SC	Day4_E8	103159	190630	25292	319081	67.67	319081	59.74	11333	3.55	5.95	75	8500	16.8	1904	0.04	4	0.29	33	11333	2895	1
C153bis_G4_Martello_Polo_Day4_E8_F_76	C153bis	G4	experiment_2	DAY4	E8	F	76	SC	Day4_E8	43188	63125	9244	115557	62.63	115557	54.63	4318	3.74	6.84	74.59	3221	16.58	716	0.42	18	0.46	20	4318	1841	1
C153bis_G5_Martello_Polo_Day4_E8_F_77	C153bis	G5	experiment_2	DAY4	E8	F	77	SC	Day4_E8	175663	231330	39860	446853	60.69	446853	51.77	14134	3.16	6.11	70.89	10020	17.48	2471	0.72	102	0.88	125	14134	3246	1
C153bis_G6_Martello_Polo_Day4_E8_F_78	C153bis	G6	experiment_2	DAY4	E8	F	78	SC	Day4_E8	204689	363111	55018	622818	67.14	622818	58.3	17368	2.79	4.78	72.22	12544	18.07	3139	0.24	42	0.4	69	17368	3182	1
C153bis_G7_Martello_Polo_Day4_E8_F_79	C153bis	G7	experiment_2	DAY4	E8	F	79	SC	Day4_E8	174150	321231	50152	545533	68.08	545533	58.88	15523	2.85	4.83	71.21	11054	20.58	3195	0.39	61	0.46	72	15523	4119	1
C153bis_G8_Martello_Polo_Day4_E8_F_80	C153bis	G8	experiment_2	DAY4	E8	F	80	SC	Day4_E8	266956	430613	68268	765837	65.14	765837	56.23	24898	3.25	5.78	65.09	16205	25.62	6379	0.28	69	0.41	102	24898	5031	1
C153bis_G9_Martello_Polo_Day4_E8_F_81	C153bis	G9	experiment_2	DAY4	E8	F	81	SC	Day4_E8	377650	594571	98304	1070525	64.72	1070525	55.54	35037	3.27	5.89	72.26	25317	16.63	5825	0.22	77	0.27	94	35037	3670	1
C153bis_H1_Martello_Polo_Day4_E8_F_85	C153bis	H1	experiment_2	DAY4	E8	F	85	SC	Day4_E8	9	5	0	14	35.71	14	35.71	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	1
C153bis_H10_Martello_Polo_Day4_E8_F_94	C153bis	H10	experiment_2	DAY4	E8	F	94	SC	Day4_E8	49543	49097	962	99602	50.26	99602	49.29	4897	4.92	9.97	84.28	4127	9.66	473	0	0	0.02	1	4897	801	1
C153bis_H11_Martello_Polo_Day4_E8_F_95	C153bis	H11	experiment_2	DAY4	E8	F	95	SC	Day4_E8	3613	3928	25	7566	52.25	7566	51.92	405	5.35	10.31	84.69	343	9.38	38	0	0	0	0	405	120	1
C153bis_H12_Martello_Polo_Day4_E8_F_96_MINIBULK	C153bis	H12	experiment_2	DAY4	E8	F	96	MINIBULK	Day4_E8	1	0	0	1	0	1	0	0	0	NA	NA	0	NA	0	NA	0	NA	0	0	0	1
C153bis_H2_Martello_Polo_Day4_E8_F_86	C153bis	H2	experiment_2	DAY4	E8	F	86	SC	Day4_E8	14	16	1	31	54.84	31	51.61	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	1
C153bis_H3_Martello_Polo_Day4_E8_F_87	C153bis	H3	experiment_2	DAY4	E8	F	87	SC	Day4_E8	103336	234710	30579	368625	71.97	368625	63.67	11548	3.13	4.92	74.33	8584	17.89	2066	0.42	48	0.65	75	11548	1725	1
C153bis_H4_Martello_Polo_Day4_E8_F_88	C153bis	H4	experiment_2	DAY4	E8	F	88	SC	Day4_E8	1144	1875	258	3277	65.09	3277	57.22	123	3.75	6.56	75.61	93	17.07	21	0	0	0	0	123	112	1
C153bis_H5_Martello_Polo_Day4_E8_F_89	C153bis	H5	experiment_2	DAY4	E8	F	89	SC	Day4_E8	26540	41012	6301	73853	64.06	73853	55.53	2169	2.94	5.29	74.37	1613	15.08	327	0.32	7	0.46	10	2169	666	1
C153bis_H6_Martello_Polo_Day4_E8_F_90	C153bis	H6	experiment_2	DAY4	E8	F	90	SC	Day4_E8	141	140	6	287	50.87	287	48.78	7	2.44	5	57.14	4	14.29	1	0	0	0	0	7	5	1
C153bis_H7_Martello_Polo_Day4_E8_F_91	C153bis	H7	experiment_2	DAY4	E8	F	91	SC	Day4_E8	4526	7340	864	12730	64.45	12730	57.66	378	2.97	5.15	69.05	261	19.58	74	0.26	1	0.53	2	378	243	1
C153bis_H8_Martello_Polo_Day4_E8_F_92	C153bis	H8	experiment_2	DAY4	E8	F	92	SC	Day4_E8	21818	41573	5256	68647	68.22	68647	60.56	2463	3.59	5.92	51.56	1270	41.37	1019	0.53	13	1.34	33	2463	764	1
C153bis_H9_Martello_Polo_Day4_E8_F_93	C153bis	H9	experiment_2	DAY4	E8	F	93	SC	Day4_E8	121800	164777	14390	300967	59.53	300967	54.75	9750	3.24	5.92	77.33	7540	12.71	1239	0.11	11	0.16	16	9750	1672	1
C155_A1_Martello_Polo_Day4_E8_F_1_EMPTY	C155	A1	experiment_2	DAY4	E8	F	1	EMPTY	Day4_E8	643420	170330	22251	836001	23.04	836001	20.37	11713	1.4	6.88	75.72	8869	15.44	1808	0.13	15	0.22	26	11713	1942	1
C155_A10_Martello_Polo_Day4_E8_F_10	C155	A10	experiment_2	DAY4	E8	F	10	SC	Day4_E8	52	74	8	134	61.19	134	55.22	5	3.73	6.76	100	5	0	0	0	0	0	0	5	5	1
C155_A11_Martello_Polo_Day4_E8_F_11	C155	A11	experiment_2	DAY4	E8	F	11	SC	Day4_E8	67164	251595	57654	376413	82.16	376413	66.84	14803	3.93	5.88	58.93	8724	14.34	2123	21.59	3196	21.88	3239	14803	1269	1
C155_A12_Martello_Polo_Day4_E8_F_12	C155	A12	experiment_2	DAY4	E8	F	12	SC	Day4_E8	83502	278368	61871	423741	80.29	423741	65.69	13232	3.12	4.75	67.25	8898	22.6	2990	1.5	198	1.7	225	13232	1048	1
C155_A2_Martello_Polo_Day4_E8_F_2	C155	A2	experiment_2	DAY4	E8	F	2	SC	Day4_E8	663885	320998	69247	1054130	37.02	1054130	30.45	45379	4.3	14.14	47.93	21750	5.56	2522	43.37	19680	44.78	20322	45379	3033	1
C155_A3_Martello_Polo_Day4_E8_F_3	C155	A3	experiment_2	DAY4	E8	F	3	SC	Day4_E8	228740	416483	89557	734780	68.87	734780	56.68	98823	13.45	23.73	31.87	31494	3.57	3526	62.29	61552	63.37	62623	98823	3132	1
C155_A4_Martello_Polo_Day4_E8_F_4	C155	A4	experiment_2	DAY4	E8	F	4	SC	Day4_E8	16276	88067	13399	117742	86.18	117742	74.8	4461	3.79	5.07	58.08	2591	10.47	467	27.53	1228	27.71	1236	4461	975	1
C155_A5_Martello_Polo_Day4_E8_F_5	C155	A5	experiment_2	DAY4	E8	F	5	SC	Day4_E8	47173	187313	27736	262222	82.01	262222	71.43	9556	3.64	5.1	65.51	6260	10.53	1006	19.96	1907	20.25	1935	9556	1461	1
C155_A6_Martello_Polo_Day4_E8_F_6	C155	A6	experiment_2	DAY4	E8	F	6	SC	Day4_E8	21981	176531	54999	253511	91.33	253511	69.63	39609	15.62	22.44	26.48	10487	3.27	1297	68.88	27282	69.28	27441	39609	2932	1
C155_A7_Martello_Polo_Day4_E8_F_7	C155	A7	experiment_2	DAY4	E8	F	7	SC	Day4_E8	130848	359596	65148	555592	76.45	555592	64.72	24971	4.49	6.94	48.37	12078	8.29	2069	38.58	9633	39.13	9770	24971	2278	1
C155_A8_Martello_Polo_Day4_E8_F_8	C155	A8	experiment_2	DAY4	E8	F	8	SC	Day4_E8	7	21	2	30	76.67	30	70	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	1
C155_A9_Martello_Polo_Day4_E8_F_9	C155	A9	experiment_2	DAY4	E8	F	9	SC	Day4_E8	16754	105032	13656	135442	87.63	135442	77.55	2833	2.09	2.7	78.57	2226	15.04	426	0.04	1	0.04	1	2833	831	1
C155_B1_Martello_Polo_Day4_E8_F_13	C155	B1	experiment_2	DAY4	E8	F	13	SC	Day4_E8	1342433	415353	63266	1821052	26.28	1821052	22.81	35487	1.95	8.54	60.52	21475	10.67	3785	22.79	8087	24.16	8575	35487	3147	1
C155_B10_Martello_Polo_Day4_E8_F_22	C155	B10	experiment_2	DAY4	E8	F	22	SC	Day4_E8	116317	462899	81763	660979	82.4	660979	70.03	23867	3.61	5.16	62.52	14922	13.03	3110	20.25	4832	21.46	5121	23867	2631	1
C155_B11_Martello_Polo_Day4_E8_F_23	C155	B11	experiment_2	DAY4	E8	F	23	SC	Day4_E8	280113	851474	244896	1376483	79.65	1376483	61.86	72297	5.25	8.49	48.83	35303	10.85	7841	36.78	26593	37.67	27232	72297	3124	1
C155_B12_Martello_Polo_Day4_E8_F_24	C155	B12	experiment_2	DAY4	E8	F	24	SC	Day4_E8	1249791	603774	114064	1967629	36.48	1967629	30.69	60233	3.06	9.98	48.52	29228	9.26	5577	37.75	22735	38.91	23434	60233	3274	1
C155_B2_Martello_Polo_Day4_E8_F_14	C155	B2	experiment_2	DAY4	E8	F	14	SC	Day4_E8	474004	407994	78052	960050	50.63	960050	42.5	47601	4.96	11.67	33.25	15829	5.84	2780	57.06	27161	58.48	27835	47601	2199	1
C155_B3_Martello_Polo_Day4_E8_F_15	C155	B3	experiment_2	DAY4	E8	F	15	SC	Day4_E8	161645	370692	63403	595740	72.87	595740	62.22	33188	5.57	8.95	40.74	13522	7.51	2491	48.78	16190	49.32	16369	33188	2282	1
C155_B4_Martello_Polo_Day4_E8_F_16	C155	B4	experiment_2	DAY4	E8	F	16	SC	Day4_E8	17890	90359	16391	124640	85.65	124640	72.5	5167	4.15	5.72	57.89	2991	10.93	565	24.68	1275	24.81	1282	5167	1047	1
C155_B5_Martello_Polo_Day4_E8_F_17	C155	B5	experiment_2	DAY4	E8	F	17	SC	Day4_E8	29204	169812	26682	225698	87.06	225698	75.24	9073	4.02	5.34	67.19	6096	9.06	822	18.92	1717	19.55	1774	9073	1855	1
C155_B6_Martello_Polo_Day4_E8_F_18	C155	B6	experiment_2	DAY4	E8	F	18	SC	Day4_E8	67850	260824	55493	384167	82.34	384167	67.89	41371	10.77	15.86	51.43	21279	4.88	2017	40.88	16912	42.29	17495	41371	3441	1
C155_B7_Martello_Polo_Day4_E8_F_19	C155	B7	experiment_2	DAY4	E8	F	19	SC	Day4_E8	210821	438134	53493	702448	69.99	702448	62.37	16922	2.41	3.86	68.38	11571	12	2031	13.9	2353	14.24	2410	16922	2770	1
C155_B8_Martello_Polo_Day4_E8_F_20	C155	B8	experiment_2	DAY4	E8	F	20	SC	Day4_E8	14382	90907	13953	119242	87.94	119242	76.24	4227	3.54	4.65	75.3	3183	8.23	348	11.14	471	11.64	492	4227	1422	1
C155_B9_Martello_Polo_Day4_E8_F_21	C155	B9	experiment_2	DAY4	E8	F	21	SC	Day4_E8	105993	496141	90551	692685	84.7	692685	71.63	42927	6.2	8.65	46.14	19806	7.76	3330	42.4	18200	43.03	18471	42927	3247	1
C155_C1_Martello_Polo_Day4_E8_F_25	C155	C1	experiment_2	DAY4	E8	F	25	SC	Day4_E8	69596	152966	28939	251501	72.33	251501	60.82	12498	4.97	8.17	52.59	6573	8.29	1036	34.88	4359	35.9	4487	12498	1565	1
C155_C10_Martello_Polo_Day4_E8_F_34	C155	C10	experiment_2	DAY4	E8	F	34	SC	Day4_E8	18778	126003	17527	162308	88.43	162308	77.63	4854	2.99	3.85	73.69	3577	8.71	423	12.28	596	12.79	621	4854	1277	1
C155_C11_Martello_Polo_Day4_E8_F_35	C155	C11	experiment_2	DAY4	E8	F	35	SC	Day4_E8	21010	104337	15954	141301	85.13	141301	73.84	5737	4.06	5.5	64.08	3676	9.24	530	22.9	1314	23.24	1333	5737	1520	1
C155_C12_Martello_Polo_Day4_E8_F_36	C155	C12	experiment_2	DAY4	E8	F	36	SC	Day4_E8	2487	7190	2084	11761	78.85	11761	61.13	175	1.49	2.43	75.43	132	14.86	26	0	0	0	0	175	78	1
C155_C2_Martello_Polo_Day4_E8_F_26	C155	C2	experiment_2	DAY4	E8	F	26	SC	Day4_E8	35732	138625	24269	198626	82.01	198626	69.79	8477	4.27	6.12	58.16	4930	8.58	727	29.89	2534	30.58	2592	8477	1603	1
C155_C3_Martello_Polo_Day4_E8_F_27	C155	C3	experiment_2	DAY4	E8	F	27	SC	Day4_E8	35276	241516	33612	310404	88.64	310404	77.81	12715	4.1	5.26	66.94	8512	7.52	956	21.64	2751	22.15	2816	12715	2400	1
C155_C4_Martello_Polo_Day4_E8_F_28	C155	C4	experiment_2	DAY4	E8	F	28	SC	Day4_E8	9399	115691	27975	153065	93.86	153065	75.58	7704	5.03	6.66	68.34	5265	8.07	622	19.73	1520	20.42	1573	7704	2275	1
C155_C5_Martello_Polo_Day4_E8_F_29	C155	C5	experiment_2	DAY4	E8	F	29	SC	Day4_E8	5068	36853	6116	48037	89.45	48037	76.72	1913	3.98	5.19	77.57	1484	7.27	139	9.15	175	9.62	184	1913	871	1
C155_C6_Martello_Polo_Day4_E8_F_30	C155	C6	experiment_2	DAY4	E8	F	30	SC	Day4_E8	12023	110616	19604	142243	91.55	142243	77.77	4869	3.42	4.4	77.12	3755	7.87	383	10.56	514	11.05	538	4869	1525	1
C155_C7_Martello_Polo_Day4_E8_F_31	C155	C7	experiment_2	DAY4	E8	F	31	SC	Day4_E8	13076	146228	20952	180256	92.75	180256	81.12	6416	3.56	4.39	74.53	4782	7.43	477	13.19	846	13.47	864	6416	1647	1
C155_C8_Martello_Polo_Day4_E8_F_32	C155	C8	experiment_2	DAY4	E8	F	32	SC	Day4_E8	5309	46287	9322	60918	91.29	60918	75.98	3839	6.3	8.29	55.3	2123	4.64	178	36.94	1418	37.87	1454	3839	1129	1
C155_C9_Martello_Polo_Day4_E8_F_33	C155	C9	experiment_2	DAY4	E8	F	33	SC	Day4_E8	15291	75211	11747	102249	85.05	102249	73.56	4205	4.11	5.59	70.42	2961	9.58	403	15.62	657	16.29	685	4205	1500	1
C155_D1_Martello_Polo_Day4_E8_F_37	C155	D1	experiment_2	DAY4	E8	F	37	SC	Day4_E8	1214	3224	556	4994	75.69	4994	64.56	173	3.46	5.37	60.69	105	25.43	44	0.58	1	0.58	1	173	134	1
C155_D10_Martello_Polo_Day4_E8_F_46	C155	D10	experiment_2	DAY4	E8	F	46	SC	Day4_E8	24	13	2	39	38.46	39	33.33	1	2.56	7.69	100	1	0	0	0	0	0	0	1	1	1
C155_D11_Martello_Polo_Day4_E8_F_47	C155	D11	experiment_2	DAY4	E8	F	47	SC	Day4_E8	11933	88001	16647	116581	89.76	116581	75.48	4713	4.04	5.36	74.67	3519	7.7	363	12.94	610	13.73	647	4713	1638	1
C155_D12_Martello_Polo_Day4_E8_F_48	C155	D12	experiment_2	DAY4	E8	F	48	SC	Day4_E8	17226	94547	11641	123414	86.04	123414	76.61	2886	2.34	3.05	80.67	2328	12.4	358	0.07	2	0.17	5	2886	802	1
C155_D2_Martello_Polo_Day4_E8_F_38	C155	D2	experiment_2	DAY4	E8	F	38	SC	Day4_E8	10591	59462	14867	84920	87.53	84920	70.02	4508	5.31	7.58	57.23	2580	8.01	361	31.34	1413	32.36	1459	4508	1260	1
C155_D3_Martello_Polo_Day4_E8_F_39	C155	D3	experiment_2	DAY4	E8	F	39	SC	Day4_E8	23275	160118	23022	206415	88.72	206415	77.57	9403	4.56	5.87	53.34	5016	7.22	679	34.89	3281	35.47	3335	9403	1644	1
C155_D4_Martello_Polo_Day4_E8_F_40	C155	D4	experiment_2	DAY4	E8	F	40	SC	Day4_E8	22536	219153	44957	286646	92.14	286646	76.45	15018	5.24	6.85	79.22	11898	6.85	1028	9.72	1459	10.41	1563	15018	3485	1
C155_D5_Martello_Polo_Day4_E8_F_41	C155	D5	experiment_2	DAY4	E8	F	41	SC	Day4_E8	3948	31442	12105	47495	91.69	47495	66.2	5611	11.81	17.85	72.95	4093	5.72	321	17.79	998	18.37	1031	5611	1808	1
C155_D6_Martello_Polo_Day4_E8_F_42	C155	D6	experiment_2	DAY4	E8	F	42	SC	Day4_E8	5990	60854	17795	84639	92.92	84639	71.9	6196	7.32	10.18	77.68	4813	6.15	381	12.35	765	13.22	819	6196	2164	1
C155_D7_Martello_Polo_Day4_E8_F_43	C155	D7	experiment_2	DAY4	E8	F	43	SC	Day4_E8	10235	66324	10604	87163	88.26	87163	76.09	2944	3.38	4.44	57.13	1682	8.02	236	30.3	892	30.57	900	2944	654	1
C155_D8_Martello_Polo_Day4_E8_F_44	C155	D8	experiment_2	DAY4	E8	F	44	SC	Day4_E8	15455	69987	11808	97250	84.11	97250	71.97	4081	4.2	5.83	75.62	3086	6.32	258	13.67	558	14.58	595	4081	1487	1
C155_D9_Martello_Polo_Day4_E8_F_45	C155	D9	experiment_2	DAY4	E8	F	45	SC	Day4_E8	12431	76590	12236	101257	87.72	101257	75.64	4244	4.19	5.54	81.36	3453	7.26	308	6.57	279	7.26	308	4244	1610	1
C155_E1_Martello_Polo_Day4_E8_F_49	C155	E1	experiment_2	DAY4	E8	F	49	SC	Day4_E8	27637	101678	15475	144790	80.91	144790	70.22	4462	3.08	4.39	67.41	3008	12.89	575	13.56	605	14.66	654	4462	1332	1
